tissue,cq,cq_mean,cq_std,sq,sq_std,logSQ,sqmean,day,temp,titer,positive,organism_num,plate
Sal,0,0,0,0,0,0,0,14,30C,e7,0,3,3
Abd,21.90713837,28.21038645,7.223448837,92614.90952,52392.21473,4.966680907,32158.3761,3,33C,e7,1,1,1
LW,21.81006814,20.86430858,2.406409495,98867.50481,635669.162,4.995053574,444238.3798,3,33C,e7,1,1,1
Sal,25.17762932,23.66375259,1.480403509,10250.5895,33253.93563,4.010748842,38356.70266,3,33C,e7,1,1,1
Abd,17.70993703,29.11598381,11.11389451,1561281.543,901267.5613,6.193481226,520587.442,3,33C,e7,0,2,1
LW,27.95710522,27.03757197,3.132464232,1578.830858,17121.27318,3.198335606,10929.64832,3,33C,e7,1,2,1
Sal,26.31168266,26.57516728,9.700525212,4778.331756,1443320.502,3.679276299,835692.1869,3,33C,e7,1,2,1
Abd,29.90023406,30.67026623,5.294970754,426.9512807,3767.435264,2.630378321,2388.063992,3,33C,e7,1,3,1
LW,21.94369152,29.12307144,10.15317645,90364.27823,63893.13361,4.955996784,30123.34012,3,33C,e7,0,3,1
Sal,31.56846507,31.06414186,6.582785212,138.9219736,11055.3044,2.142770945,6453.512951,3,33C,e7,1,3,1
Abd,17.01139272,18.68930175,6.064680428,2498381.76,13280886.92,6.397658801,8887522.87,3,33C,e7,1,4,1
LW,26.44776344,25.41264106,2.153416668,4360.148062,24522.78663,3.639501237,17994.76283,3,33C,e7,1,4,1
Sal,28.55121165,33.74941932,4.513642343,1058.483739,607.8249592,3.02468419,356.6293803,3,33C,e7,1,4,1
Abd,21.1999144,21.42919458,4.884272489,149071.7877,1780022.695,5.17339546,1103599.02,3,33C,e7,1,5,1
LW,26.27047997,27.13245863,1.357840799,4912.690879,2153.329156,3.691319438,3428.907048,3,33C,e7,1,5,1
Sal,17.8200045,24.77663034,6.571359364,1449805.015,834808.1891,6.161309598,485860.8533,3,33C,e7,1,5,1
Abd,26.16513556,33.26479164,6.14927779,5273.641008,3042.384251,3.722110563,1760.598289,3,33C,e7,1,6,1
LW,23.11853969,19.84254249,4.226852457,40982.67659,5272273.663,4.612600319,3132247.877,3,33C,e7,1,6,1
Sal,29.67378379,29.0760109,2.765110897,497.2416387,3085.265628,2.696567489,2100.076868,3,33C,e7,1,6,1
Abd,18.81048497,22.31343535,3.354045417,744392.485,411711.9669,5.87180198,269813.6862,3,33C,e7,1,7,1
LW,13.9218601,23.09147035,12.87370108,19984741.71,11068597.61,7.30069854,7243651.069,3,33C,e7,0,7,1
Sal,17.55544495,21.03505504,3.861671717,1732358.329,930091.9563,6.238637728,668296.8514,3,33C,e7,1,7,1
Abd,26.01348171,29.4140079,5.548265022,5840.331254,3049.046105,3.76643748,3438.136821,3,33C,e7,1,8,1
LW,18.25325042,25.8266095,9.005044761,1083118.845,616046.1407,6.034676112,372024.2663,3,33C,e7,1,8,1
Sal,23.6167858,28.86169572,6.630814666,29306.76766,15935.78344,4.466967921,11036.3337,3,33C,e7,1,8,1
Abd,0,0,0,0,0,0,0,3,33C,e7,0,9,2
LW,0,0,0,0,0,0,64.66441347,3,33C,e7,0,9,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,9,2
Abd,37.09279746,37.19571379,0.145545681,99.9725178,6.904091315,1.99988063,63.39372534,3,33C,e7,0,10,2
LW,0,0,0,0,0,0,0,3,33C,e7,0,10,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,10,2
Abd,0,0,0,0,0,0,0,3,33C,e7,0,11,2
LW,0,0,0,0,0,0,0,3,33C,e7,0,11,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,11,2
Abd,0,0,0,0,0,0,0,3,33C,e7,0,12,2
LW,0,0,0,0,0,0,0,3,33C,e7,0,12,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,12,2
Abd,0,0,0,0,0,0,0,3,33C,e7,0,13,2
LW,0,0,0,0,0,0,0,3,33C,e7,0,13,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,13,2
Abd,37.09672312,36.51025434,0.700147903,99.77675966,50.94836049,1.999029396,139.4637196,3,33C,e7,0,14,2
LW,0,0,0,0,0,0,0,3,33C,e7,0,14,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,14,2
Abd,0,0,0,0,0,0,0,3,33C,e7,0,15,2
LW,0,0,0,0,0,0,0,3,33C,e7,0,15,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,15,2
Abd,0,0,0,0,0,0,0,3,33C,e7,0,16,2
LW,0,0,0,0,0,0,0,3,33C,e7,0,16,2
Sal,0,0,0,0,0,0,0,3,33C,e7,0,16,2
Abd,35.35629833,28.78218692,11.96230865,178.7250308,11722889.78,2.252185381,6768364.25,3,33C,e7,0,17,3
LW,34.88351837,35.14186522,0.447792039,234.1272515,48.37956834,2.369451967,206.2201694,3,33C,e7,0,17,3
Sal,35.52754503,29.92898563,10.55631469,162.0727436,2398489.807,2.209709984,1384896.097,3,33C,e7,0,17,3
Abd,35.26146946,35.04608252,0.247851593,188.6715346,31.00536046,2.275706382,214.8174335,3,33C,e7,0,18,3
LW,34.41472808,35.02557808,0.916700363,306.0053155,101.309335,2.48572897,234.1050656,3,33C,e7,0,18,3
Sal,35.01849475,35.93104259,1.06985921,216.7568978,75.68628273,2.335972927,144.0651319,3,33C,e7,0,18,3
Abd,30.41290649,33.49336391,2.825104284,3008.333281,1599.361626,3.478325948,1166.715128,3,33C,e7,1,19,3
LW,36.34464051,29.44917873,11.73762091,101.6343827,6924239.132,2.007040654,3997820.366,3,33C,e7,0,19,3
Sal,22.70226953,31.94767054,8.007961946,245948.2466,141946.5424,5.390843731,82042.49791,3,33C,e7,1,19,3
Abd,24.18315814,31.11386694,6.007734584,105567.3486,60786.76462,5.023529614,35376.85498,3,33C,e7,1,20,2
LW,35.8758735,35.23092618,0.876310229,132.834805,112.9606405,2.123311883,209.7413067,3,33C,e7,0,20,3
Sal,36.30589701,36.23399556,0.467299255,103.9083499,30.18642775,2.016650448,110.9017535,3,33C,e7,0,20,3
Abd,0,0,0,0,0,0,148.9450032,7,33C,e7,0,1,1
LW,35.67633561,36.51066344,0.761972252,246.7293994,72.89082524,2.392220902,164.7793908,7,33C,e7,0,1,1
Sal,0,0,0,0,0,0,0,7,33C,e7,0,1,1
Abd,36.49650159,36.74303306,0.372412074,156.0865035,26.83731737,2.193365352,137.907472,7,33C,e7,0,2,1
LW,35.89157336,36.36543803,0.670145848,218.7937205,63.56494876,2.340034853,115.8976761,7,33C,e7,0,2,1
Sal,0,0,0,0,0,0,38.76744816,7,33C,e7,0,2,1
Abd,37.06210914,36.50632092,0.826024872,113.8228489,83.59303345,2.056229452,167.3849172,7,33C,e7,0,3,1
LW,0,0,0,0,0,0,79.75623574,7,33C,e7,0,3,1
Sal,35.88947822,39.44678827,5.030796115,219.049787,151.9739378,2.340542835,74.39198999,7,33C,e7,0,3,1
Abd,36.08122361,36.08122361,0,196.8125067,0,2.294052693,65.60416891,7,33C,e7,0,4,1
LW,0,0,0,0,0,0,4.325891914,7,33C,e7,0,4,1
Sal,36.03614006,36.03614006,0,201.8289893,0,2.304983545,67.27632977,7,33C,e7,0,4,1
Abd,39.71245245,32.3978864,10.1685434,25.91990098,580558.5887,1.413633338,335268.4732,7,33C,e7,0,5,1
LW,0,0,0,0,0,0,36.54471457,7,33C,e7,0,5,1
Sal,0,0,0,0,0,0,0,7,33C,e7,0,5,1
Abd,36.58120084,36.30571357,1.12823183,148.8776031,130.3302438,2.172829368,199.0771861,7,33C,e7,0,6,1
LW,0,0,0,0,0,0,75.5458973,7,33C,e7,0,6,1
Sal,36.94951247,36.94951247,0,121.2074688,0,2.083529382,40.40248961,7,33C,e7,0,6,1
Abd,36.71952852,37.11153876,0.434314926,137.813181,26.34281986,2.139290757,112.8611057,7,33C,e7,0,7,1
LW,0,0,0,0,0,0,83.43595811,7,33C,e7,0,7,1
Sal,0,0,0,0,0,0,589697.427,7,33C,e7,0,7,1
Abd,0,0,0,0,0,0,0,7,33C,e7,0,8,1
LW,0,0,0,0,0,0,0,7,33C,e7,0,8,1
Sal,0,0,0,0,0,0,0,7,33C,e7,0,8,1
Abd,35.67879236,34.93031836,0.648503738,4661.073141,1459.023417,3.668485918,6344.601321,7,33C,e7,0,9,2
LW,36.02678149,35.57334471,0.641256448,4075.784688,1206.469846,3.610211233,3285.925132,7,33C,e7,0,9,2
Sal,36.2654647,35.79092316,0.411463786,3717.415045,679.0194905,3.570241052,4500.237442,7,33C,e7,0,9,2
Abd,34.33898589,34.79486363,0.742789822,7813.606702,1747.03031,3.892851547,6724.610182,7,33C,e7,0,10,2
LW,35.50394722,34.86557717,1.312049375,4986.15413,3839.52022,3.697765699,6985.834083,7,33C,e7,0,10,2
Sal,37.40749701,36.10676546,1.128010202,2393.287785,1555.313378,3.378994924,4184.247604,7,33C,e7,0,10,2
Abd,0,0,0,0,0,0,0,7,33C,e7,0,11,2
LW,19.73343415,19.63473831,0.17063866,2181298.468,152031.7001,6.338715094,2269223.371,7,33C,e7,1,11,2
Sal,0,0,0,0,0,0,0,7,33C,e7,0,11,2
Abd,0,0,0,0,0,0,0,7,33C,e7,0,12,2
LW,0,0,0,0,0,0,0,7,33C,e7,0,12,2
Sal,0,0,0,0,0,0,0,7,33C,e7,0,12,2
Abd,0,0,0,0,0,0,0,7,33C,e7,0,13,2
LW,0,0,0,0,0,0,0,7,33C,e7,0,13,2
Sal,0,0,0,0,0,0,342242116,7,33C,e7,0,13,2
Abd,0,0,0,0,0,0,675160802,7,33C,e7,0,14,2
LW,0,0,0,0,0,0,0,7,33C,e7,0,14,2
Sal,0,0,0,0,0,0,177900591.2,7,33C,e7,0,14,2
Abd,0,0,0,0,0,0,0,7,33C,e7,0,15,2
LW,1.234495482,1.234495482,0,2732561693,0,9.436569976,910853897.7,7,33C,e7,0,15,2
Sal,4.572413112,4.572413112,0,754393971.6,0,8.877598209,251464657.2,7,33C,e7,0,15,2
Abd,0,0,0,0,0,0,0,7,33C,e7,0,16,2
LW,0,0,0,0,0,0,0,7,33C,e7,0,16,2
Sal,0,0,0,0,0,0,234834132.9,7,33C,e7,0,16,2
